-1442,2729,-1998,,
-1311,2880,-2002,,
-1310,2879,-2002,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
-1317,2872,-1999,,
